Record;City;OtherName;Country;Latitude;Longitude;Certainty;year;pop;cityid
2697;Magdeburg;;Germany;52.130808;11.628878;1;1500;22000;Magdeburg_52.1_11.6
2698;Mainz;;Germany;49.98419;8.2791;1;1500;24000;Mainz_50_8.3
2699;Mali;Melle, Niani;Mali;11;-8;3;1500;40000;Mali_11_-8
2700;Mandu;Mandavgad;India;22.36667;75.38333;2;1500;70000;Mandu_22.4_75.4
2701;Mani;;Mexico;20.393381;-89.407156;1;1500;22000;Mani_20.4_-89.4
2702;Mantova;Mantua;Italy;45.156417;10.791375;1;1500;26000;Mantova_45.2_10.8
2703;Marrakech;Marrakesh;Morocco;31.63416;-7.99994;1;1500;50000;Marrakech_31.6_-8
2704;Marseille;;France;43.29695;5.38107;1;1500;30000;Marseille_43.3_5.4
2705;Medina del Campo;;Spain;41.31239;-4.91413;1;1500;20000;Medina del Campo_41.3_-4.9
2706;Meknes;Takrart, Mequinez, Miknas, Meknès ;Morocco;33.89352;-5.54727;1;1500;30000;Meknes_33.9_-5.5
2707;Merida;Tiho;Mexico;20.979719;-89.615789;1;1500;25000;Merida_21_-89.6
2708;Messina;;Italy;38.19327;15.54969;1;1500;31000;Messina_38.2_15.5
2709;Metz;;France;49.11911;6.17269;1;1500;30000;Metz_49.1_6.2
2710;Mexico City;Tenochtitlan;Mexico;19.42847;-99.12766;1;1500;80000;Mexico City_19.4_-99.1
2711;Milan;;Italy;45.465453;9.198786;1;1500;89000;Milan_45.5_9.2
2712;Moscow;;Russian Federation;55.75222;37.61556;1;1500;80000;Moscow_55.8_37.6
2713;Munich;;Germany;48.136739;11.576756;1;1500;13000;Munich_48.1_11.6
2714;Nanchang;;China;28.68333;115.88333;1;1500;50000;Nanchang_28.7_115.9
2715;Nanjing;Nanking;China;32.05;118.766667;1;1500;147000;Nanjing_32_118.8
2716;Nantes;;France;47.21725;-1.55336;1;1500;12000;Nantes_47.2_-1.6
2717;Naples;;Italy;40.851775;14.268122;1;1500;114000;Naples_40.9_14.3
2718;Nara City;;Japan;34.685333;135.832742;1;1500;10000;Nara City_34.7_135.8
2719;Ningbo;Yinhsien, Ningpo;China;29.866667;121.55;2;1500;30000;Ningbo_29.9_121.5
2720;Nis;Nish;Serbia;43.319381;21.896328;1;1500;20000;Nis_43.3_21.9
2721;Nkazargamu;Gasreggomo, Birni, Kazargamu;Nigeria;13.047222;12.227778;3;1500;40000;Nkazargamu_13_12.2
2722;Novgorod;;Russian Federation;58.525569;31.274192;1;1500;37000;Novgorod_58.5_31.3
2723;Nurnberg;Nürnberg, Nuremberg;Germany;49.452031;11.07675;1;1500;31000;Nurnberg_49.5_11.1
2724;Oran;;Algeria;35.69111;-0.64167;1;1500;30000;Oran_35.7_-0.6
2725;Orleans;Orléans;France;47.902964;1.90925;1;1500;28000;Orleans_47.9_1.9
2726;Oyo;Katunga;Nigeria;7.85;3.93333;1;1500;60000;Oyo_7.8_3.9
2727;Padua;;Italy;45.406436;11.876761;1;1500;29000;Padua_45.4_11.9
2728;Palermo;;Italy;38.115689;13.361267;1;1500;39000;Palermo_38.1_13.4
2729;Paris;;France;48.856614;2.352222;1;1500;185000;Paris_48.9_2.4
2730;Parma;;Italy;44.80266;10.32898;1;1500;18000;Parma_44.8_10.3
2731;Pegu;Bago;Myanmar;17.333333;96.483333;1;1500;60000;Pegu_17.3_96.5
2732;Plovdiv;Philippopolis;Bulgaria;42.15;24.75;1;1500;29000;Plovdiv_42.1_24.8
2733;Plymouth;;United Kingdom;50.375456;-4.14305;1;1500;2500;Plymouth_50.4_-4.1
2734;Poznan;Posen;Poland;52.40692;16.92993;1;1500;20000;Poznan_52.4_16.9
2735;Prague;;Austria;50.08804;14.42076;1;1500;70000;Prague_50.1_14.4
2736;Pskov;;Russian Federation;57.8136;28.3496;1;1500;45000;Pskov_57.8_28.3
2737;Quilon;;India;8.88;76.6;3;1500;35000;Quilon_8.9_76.6
2738;Quito;;Ecuador;-0.22985;-78.52495;1;1500;30000;Quito_-0.2_-78.5
2739;Rome;;Italy;41.89474;12.4839;1;1500;38000;Rome_41.9_12.5
2740;Roskilde;;Denmark;55.64152;12.08035;1;1500;27000;Roskilde_55.6_12.1
2741;Rouen;;France;49.44313;1.09932;1;1500;50000;Rouen_49.4_1.1
2742;Sakai;Fukui;Japan;34.573333;135.483056;1;1500;30000;Sakai_34.6_135.5
2743;Samarkand;Sumarqand;Uzbekistan;39.6576;66.947561;1;1500;60000;Samarkand_39.7_66.9
2744;Saptagram;Satgaon;India;22.9667;88.3833;3;1500;50000;Saptagram_23_88.4
2745;Seoul;Hanyang;Republic of Korea;37.56826;126.97783;1;1500;125000;Seoul_37.6_127
2746;Serres;Serrai, Seres;Greece;41.090922;23.541319;1;1500;25000;Serres_41.1_23.5
2747;Seville;;Spain;37.388097;-5.982331;1;1500;46000;Seville_37.4_-6
2748;Shiraz;;Iran;29.61031;52.53114;1;1500;60000;Shiraz_29.6_52.5
2749;Shkoder;Shkodra, Scutari;Albania;42.0743;19.527661;1;1500;19000;Shkoder_42.1_19.5
2750;Siena;;Italy;43.32004;11.33283;1;1500;22000;Siena_43.3_11.3
2751;Skopje;Uskub, Skoplje;Serbia;41.99646;21.43141;1;1500;45000;Skopje_42_21.4
2752;Smolensk;;Russian Federation;54.7818;32.0401;1;1500;50000;Smolensk_54.8_32
2753;Sofia;;Bulgaria;42.69751;23.32415;1;1500;22000;Sofia_42.7_23.3
2754;Srinagar;;India;34.08842;74.80298;1;1500;40000;Srinagar_34.1_74.8
2755;Strasbourg;Strassburg;France;48.58342;7.74296;1;1500;22000;Strasbourg_48.6_7.7
2756;Suceava;Suczawa;Romania;47.63333;26.25;1;1500;33000;Suceava_47.6_26.2
2757;Suzhou;Soochow;China;31.3;120.6;1;1500;122000;Suzhou_31.3_120.6
2758;Tabriz;;Iran;38.08;46.2919;1;1500;250000;Tabriz_38.1_46.3
2759;Taiyuan;;China;37.87059;112.548879;1;1500;61000;Taiyuan_37.9_112.5
2760;Targoviste;Tirgovishtea, Târgoviste ;Romania;44.924167;25.456667;1;1500;50000;Targoviste_44.9_25.5
2761;Texcoco;Tezcoco;Mexico;19.504422;-98.891425;2;1500;60000;Texcoco_19.5_-98.9
2762;Thatta;Tatta;India;24.746117;67.924336;2;1500;45000;Thatta_24.7_67.9
2763;Thessaloniki;Salonica, Thessalonica;Greece;40.63935;22.944606;1;1500;40000;Thessaloniki_40.6_22.9
2764;Tlaxcala;;Mexico;19.32076;-98.20959;1;1500;40000;Tlaxcala_19.3_-98.2
2765;Tlemcen;Tlemsen;Algeria;34.87833;-1.315;1;1500;35000;Tlemcen_34.9_-1.3
2766;Toledo;;Spain;39.862831;-4.027322;1;1500;35000;Toledo_39.9_-4
2767;Tombouctou;Timbuktu;Mali;16.77348;-3.00742;1;1500;25000;Tombouctou_16.8_-3
2768;Toulouse;;France;43.60426;1.44367;1;1500;25000;Toulouse_43.6_1.4
2769;Trabzon;Trebizond;Turkey;41.00145;39.717806;3;1500;30000;Trabzon_41_39.7
2770;Troyes;;France;48.3;4.08333;1;1500;23000;Troyes_48.3_4.1
2771;Tsinkiang;Zayton, Chinchiang, Chuanchow;China;24.913889;118.58583;3;1500;60000;Tsinkiang_24.9_118.6
2772;Tunis;;Tunisia;36.818811;10.165961;1;1500;65000;Tunis_36.8_10.2
2773;Turpan;Turfan, Tulufan;China;42.93333;89.16667;1;1500;60000;Turpan_42.9_89.2
2774;Tzintzuntzan;;Mexico;19.62903;-101.57857;1;1500;40000;Tzintzuntzan_19.6_-101.6
2775;Ulm;;Germany;48.39841;9.99155;1;1500;14000;Ulm_48.4_10
2776;Valencia;;Spain;39.469908;-0.376289;1;1500;40000;Valencia_39.5_-0.4
2777;Valenciennes;;France;50.35;3.53333;1;1500;17000;Valenciennes_50.4_3.5
2778;Valladolid;;Spain;41.65518;-4.72372;1;1500;40000;Valladolid_41.7_-4.7
2779;Venice;;Italy;45.440847;12.315514;1;1500;115000;Venice_45.4_12.3
2780;Verona;;Italy;45.43419;10.99779;1;1500;39000;Verona_45.4_11
2781;Vienna;Wien;Austria;48.20849;16.37208;1;1500;40000;Vienna_48.2_16.4
2782;Vijayanagar;;India;15.335;76.462;3;1500;500000;Vijayanagar_15.3_76.5
2783;Vilnius;Vilna;Lithuania;54.683333;25.283333;1;1500;25000;Vilnius_54.7_25.3
2784;Wroclaw;Breslau;Germany;51.116667;17.033333;3;1500;21000;Wroclaw_51.1_17
2785;Wuhan;Wuchang;China;30.58333;114.26667;1;1500;64000;Wuhan_30.6_114.3
2786;Xian;Sian, Changan, Xi'an;China;34.341485;108.940404;1;1500;127000;Xian_34.3_108.9
2787;Xuzhou;Suchow, Suifu, Hsuchow;China;34.26;117.21;1;1500;55000;Xuzhou_34.3_117.2
2788;Yamaguchi;;Japan;34.185956;131.47065;1;1500;35000;Yamaguchi_34.2_131.5
2789;Yangzhou;Yangchow;China;32.4;119.416667;2;1500;60000;Yangzhou_32.4_119.4
2790;Yinchuan;Chunghsing, Yuwei, Erikhaya, Khotun, Ninghsia;China;38.4667;106.2667;3;1500;20000;Yinchuan_38.5_106.3
2791;Zaragoza;;Spain;41.648792;-0.889581;1;1500;20000;Zaragoza_41.6_-0.9
2792;Zempoala;Cempoala;Mexico;19.91608;-96.402969;1;1500;30000;Zempoala_19.9_-96.4
2793;Catania;;Italy;37.50213;15.08719;1;1501;10000;Catania_37.5_15.1
2794;Messina;;Italy;38.19327;15.54969;1;1501;31000;Messina_38.2_15.5
2795;Palermo;;Italy;38.115689;13.361267;1;1501;40000;Palermo_38.1_13.4
2796;Cremona;;Italy;45.13617;10.02797;1;1502;40000;Cremona_45.1_10
2797;Leiden;Leyden;Netherlands;52.15833;4.49306;1;1502;6000;Leiden_52.2_4.5
2798;Messina;;Italy;38.19327;15.54969;1;1502;31383;Messina_38.2_15.5
2799;Verona;;Italy;45.43419;10.99779;1;1502;40000;Verona_45.4_11
2800;Calicut;;India;11.258753;75.78041;3;1503;41000;Calicut_11.3_75.8
2801;Cochin;;India;9.93988;76.26022;1;1503;33000;Cochin_9.9_76.3
2802;Herat;;Afghanistan;34.34817;62.19967;1;1503;40000;Herat_34.3_62.2
2803;Lubeck;Lübeck ;Germany;53.865886;10.687097;1;1503;29000;Lubeck_53.9_10.7
2804;Mecca;;Saudi Arabia;21.42667;39.82611;1;1503;34000;Mecca_21.4_39.8
2805;Sana'a ;Sanaa;Yemen;15.35472;44.20667;1;1503;20000;Sana'a _15.4_44.2
2806;Brescia;;Italy;45.52478;10.22727;1;1505;43000;Brescia_45.5_10.2
2807;Kilwa;;Tanzania;-9.149644;38.987675;2;1505;24000;Kilwa_-9.1_39
2808;Gdansk;Danzig;Poland;54.352025;18.64663;2;1506;30000;Gdansk_54.4_18.6
2809;Leipzig;;Germany;51.33962;12.37129;1;1506;8556;Leipzig_51.3_12.4
2810;Ypres;Leper;Belgium;50.849997;2.883339;1;1506;9563;Ypres_50.8_2.9
2811;Montpellier;;France;43.61092;3.87723;1;1508;6000;Montpellier_43.6_3.9
2812;Novgorod;;Russian Federation;58.525569;31.274192;1;1508;37000;Novgorod_58.5_31.3
2813;Oran;;Algeria;35.69111;-0.64167;1;1509;30000;Oran_35.7_-0.6
2814;Parma;;Italy;44.80266;10.32898;1;1509;19034;Parma_44.8_10.3
2815;Venice;;Italy;45.440847;12.315514;1;1509;115000;Venice_45.4_12.3
2816;Bukhara;Bokhara;Uzbekistan;39.765869;64.422347;1;1510;60000;Bukhara_39.8_64.4
2817;Goa;;India;15.299333;74.124;1;1510;40000;Goa_15.3_74.1
2818;Ikoso;Shaki;Guinea;8.666667;3.383333;3;1510;60000;Ikoso_8.7_3.4
2819;Istanbul;Constantinople, Byzantium;Turkey;41.005275;28.976944;1;1510;250000;Istanbul_41_29
2820;Milan;;Italy;45.465453;9.198786;1;1510;98000;Milan_45.5_9.2
2821;Nicosia;;Cyprus;35.16667;33.36667;1;1510;16000;Nicosia_35.2_33.4
2822;Samarkand;Sumarqand;Uzbekistan;39.6576;66.947561;1;1510;60000;Samarkand_39.7_66.9
2823;Tripoli;;Libya;32.876175;13.187508;1;1510;16000;Tripoli_32.9_13.2
2824;Valencia;;Spain;39.469908;-0.376289;1;1510;40000;Valencia_39.5_-0.4
2825;Goa;;India;15.299333;74.124;1;1511;24000;Goa_15.3_74.1
2826;Mantova;Mantua;Italy;45.156417;10.791375;1;1511;30000;Mantova_45.2_10.8
2827;Bejaia;Bougie, Béjaïa;Algeria;36.75;5.066667;2;1512;40000;Bejaia_36.8_5.1
2828;Fuzhou;Fuchow, Hokchiu, Fujian province;China;26.076111;119.306389;1;1512;83904;Fuzhou_26.1_119.3
2829;Kashi;Kashgar;China;39.4704;75.989756;1;1512;30000;Kashi_39.5_76
2830;Meknes;Takrart, Mequinez, Miknas, Meknès ;Morocco;33.89352;-5.54727;1;1512;30000;Meknes_33.9_-5.5
2831;Alkalawa;Gobir;Nigeria;9.2833;8.4;3;1513;28000;Alkalawa_9.3_8.4
2832;Azemmour;Azammour;Morocco;33.287778;-8.342222;1;1513;25000;Azemmour_33.3_-8.3
2833;Fez;Fes;Morocco;34.033333;-5.01;1;1513;131000;Fez_34_-5
2834;Rome;;Italy;41.89474;12.4839;1;1513;40000;Rome_41.9_12.5
2835;Amsterdam;;Netherlands;52.37403;4.88969;1;1514;14000;Amsterdam_52.4_4.9
2836;Delft;;Netherlands;52.00667;4.35556;1;1514;13000;Delft_52_4.4
2837;Dordrecht;;Netherlands;51.81;4.67361;1;1514;7000;Dordrecht_51.8_4.7
2838;Gauda;Lakhnauti, Gaur;India;24.866667;88.133333;2;1514;200000;Gauda_24.9_88.1
2839;Haarlem;;Netherlands;52.38084;4.63683;1;1514;13000;Haarlem_52.4_4.6
2840;Kashi;Kashgar;China;39.4704;75.989756;1;1514;60000;Kashi_39.5_76
2841;Rotterdam;;Netherlands;51.9225;4.47917;1;1514;6000;Rotterdam_51.9_4.5
2842;The Hague;s-Gravenhage;Netherlands;52.070492;4.300694;1;1514;6000;The Hague_52.1_4.3
2843;Algiers;;Algiers;36.7525;3.04197;1;1515;20000;Algiers_36.8_3
2844;Constantine;;Algeria;36.365;6.61472;1;1515;40000;Constantine_36.4_6.6
2845;Istanbul;Constantinople, Byzantium;Turkey;41.005275;28.976944;1;1515;300000;Istanbul_41_29
2846;Mali;Melle, Niani;Mali;11;-8;3;1515;30000;Mali_11_-8
2847;Marrakech;Marrakesh;Morocco;31.63416;-7.99994;1;1515;50000;Marrakech_31.6_-8
2848;Nanjing;Nanking;China;32.05;118.766667;1;1515;147013;Nanjing_32_118.8
2849;Taza;;Morocco;34.2167;-4.0167;1;1515;20000;Taza_34.2_-4
2850;Tunis;;Tunisia;36.818811;10.165961;1;1515;62000;Tunis_36.8_10.2
2851;Barcelona;;Spain;41.38879;2.15899;1;1516;31000;Barcelona_41.4_2.2
2852;Stockholm;;Sweden;59.33258;18.0649;1;1517;10000;Stockholm_59.3_18.1
2853;Diyarbakir;Diarbekr;Turkey;37.914411;40.230628;1;1518;12000;Diyarbakir_37.9_40.2
2854;Gelibolu;Gallipoli;Turkey;40.333333;26.499992;1;1518;6000;Gelibolu_40.3_26.5
2855;Cholula;;Mexico;19.06333;-98.306389;1;1519;36000;Cholula_19.1_-98.3
2856;Aleppo;;Syria;36.216667;37.166667;1;1520;67000;Aleppo_36.2_37.2
2857;Florence;Firenze;Italy;43.771033;11.248;1;1520;70000;Florence_43.8_11.2
2858;Konya;Konia;Turkey;37.87135;32.48464;1;1520;6100;Konya_37.9_32.5
2859;Mexico City;Tenochtitlan;Mexico;19.42847;-99.12766;1;1520;80000;Mexico City_19.4_-99.1
2860;Moscow;;Russian Federation;55.75222;37.61556;1;1520;90000;Moscow_55.8_37.6
2861;Oaxaca;;Mexico;17.07108;-96.71914;1;1520;11000;Oaxaca_17.1_-96.7
2862;Quilon;;India;8.88;76.6;3;1520;35000;Quilon_8.9_76.6
2863;Seville;;Spain;37.388097;-5.982331;1;1520;46000;Seville_37.4_-6
2864;Tlemcen;Tlemsen;Algeria;34.87833;-1.315;1;1520;30000;Tlemcen_34.9_-1.3
2865;Bremen;;Germany;53.07516;8.80777;1;1521;18000;Bremen_53.1_8.8
2866;Nicosia;;Cyprus;35.16667;33.36667;1;1521;16000;Nicosia_35.2_33.4
2867;Texcoco;Tezcoco;Mexico;19.504422;-98.891425;2;1521;42000;Texcoco_19.5_-98.9
2868;Tlaxcala;;Mexico;19.32076;-98.20959;1;1521;36000;Tlaxcala_19.3_-98.2
2869;Zempoala;Cempoala;Mexico;19.91608;-96.402969;1;1521;30000;Zempoala_19.9_-96.4
2870;Bursa;Brusa;Turkey;40.19266;29.08403;1;1522;50000;Bursa_40.2_29.1
2871;Suzhou;Soochow;China;31.3;120.6;1;1522;146000;Suzhou_31.3_120.6
2872;Szeged;Szegedin;Hungary;46.255;20.145;2;1522;7000;Szeged_46.3_20.1
2873;Tzintzuntzan;;Mexico;19.62903;-101.57857;1;1522;40000;Tzintzuntzan_19.6_-101.6
2874;Gresik;Grisee, Java;Indonesia;-7.15389;112.65611;3;1523;30000;Gresik_-7.2_112.7
2875;Guatemala City;Iximche;Guatemala;14.64072;-90.51327;1;1524;24000;Guatemala City_14.6_-90.5
2876;Gumarcaj;Gumarcaah, Utatlan, Gumarkaaj, Gumarcaj, Cumarcaj, Kumarcaaj, Q'umarkaj;Guatemala;14.7667;-91.2667;2;1524;30000;Gumarcaj_14.8_-91.3
2877;Marseille;;France;43.29695;5.38107;1;1524;36000;Marseille_43.3_5.4
2878;Mexico City;Tenochtitlan;Mexico;19.42847;-99.12766;1;1524;30000;Mexico City_19.4_-99.1
2879;Norwich;;United Kingdom;52.62783;1.29834;1;1524;12000;Norwich_52.6_1.3
2880;Ankara;Angora;Turkey;39.91987;32.85427;1;1525;14800;Ankara_39.9_32.9
2881;Basra;Basrah;Iraq;30.5;47.816667;2;1525;10000;Basra_30.5_47.8
2882;Damascus;;Syria;33.5102;36.29128;1;1525;57000;Damascus_33.5_36.3
2883;Edirne;Adrianople;Turkey;41.681808;26.562269;1;1525;140000;Edirne_41.7_26.6
2884;Multan;;Pakistan;30.19556;71.47528;1;1525;34000;Multan_30.2_71.5
2885;Sivas;;Turkey;39.74833;37.01611;1;1525;5300;Sivas_39.7_37
2886;Wroclaw;Breslau;Germany;51.116667;17.033333;3;1525;22000;Wroclaw_51.1_17
2887;Antwerp;Antwerpen ;Belgium;51.219217;4.402883;1;1526;46000;Antwerp_51.2_4.4
2888;Broach;;India;21.724644;73.002294;3;1526;10000;Broach_21.7_73
2889;Brussel;Brussels;Belgium;50.85045;4.34878;1;1526;32000;Brussel_50.9_4.3
2890;Delhi;;India;28.65381;77.22897;1;1526;90000;Delhi_28.7_77.2
2891;Louveigne;Louvain, Louveigné ;Belgium;50.877572;4.704328;2;1526;19000;Louveigne_50.9_4.7
2892;s'Hertogenbosch;Bois-le-Duc;Netherlands;51.697819;5.303667;1;1526;21000;s'Hertogenbosch_51.7_5.3
2893;Amber;Amer;India;26.985847;75.888251;3;1527;72000;Amber_27_75.9
2894;Chanderi;;India;24.71514;78.1376;2;1527;72000;Chanderi_24.7_78.1
2895;Coimbra;;Portugal;40.20564;-8.41955;1;1527;6000;Coimbra_40.2_-8.4
2896;Guatemala City;Iximche;Guatemala;14.64072;-90.51327;1;1527;24000;Guatemala City_14.6_-90.5
2897;Lisbon;;Portugal;38.71667;-9.13333;1;1527;58860;Lisbon_38.7_-9.1
2898;Chakanputun;Chanpoton;Mexico;19.35;-90.716667;2;1528;20000;Chakanputun_19.4_-90.7
2899;Istanbul;Constantinople, Byzantium;Turkey;41.005275;28.976944;1;1528;400000;Istanbul_41_29
2900;Mani;;Mexico;20.393381;-89.407156;1;1528;22000;Mani_20.4_-89.4
2901;Merida;Tiho;Mexico;20.979719;-89.615789;1;1528;25000;Merida_21_-89.6
2902;Ahmedabad;Asawal;India;23.039568;72.566004;1;1529;120000;Ahmedabad_23_72.6
2903;Angers;;France;47.46667;-0.55;1;1529;16000;Angers_47.5_-0.6
2904;Aleppo;;Syria;36.216667;37.166667;1;1530;57000;Aleppo_36.2_37.2
2905;Baeza;;Spain;37.99384;-3.47103;1;1530;13000;Baeza_38_-3.5
2906;Burgos;;Spain;42.35;-3.7;1;1530;7000;Burgos_42.4_-3.7
2907;Cartagena;;Spain;37.625683;-0.996583;1;1530;2000;Cartagena_37.6_-1
2908;Chincha;;Peru;-13.45;-76.133333;2;1530;5000;Chincha_-13.4_-76.1
2909;Cordoba;Cordova, Córdoba;Spain;38.046133;-4.893564;2;1530;30000;Cordoba_38_-4.9
2910;Delhi;;India;28.65381;77.22897;1;1530;130000;Delhi_28.7_77.2
2911;Frankfurt am Main;;Germany;50.110922;8.682128;1;1530;10000;Frankfurt am Main_50.1_8.7
2912;Gelibolu;Gallipoli;Turkey;40.333333;26.499992;1;1530;8925;Gelibolu_40.3_26.5
2913;Jaen;Jaén ;Spain;37.76922;-3.79028;1;1530;19000;Jaen_37.8_-3.8
2914;Madrid;;Spain;40.416775;-3.703789;1;1530;3000;Madrid_40.4_-3.7
2915;Medina del Campo;;Spain;41.31239;-4.91413;1;1530;19000;Medina del Campo_41.3_-4.9
2916;Murcia;;Spain;37.98704;-1.13004;1;1530;12000;Murcia_38_-1.1
2917;Ohrid;Ochrida;Bulgaria;43.454967;23.380704;3;1530;3750;Ohrid_43.5_23.4
2918;Prizren;Frizren;Serbia;42.21389;20.73972;1;1530;18741;Prizren_42.2_20.7
2919;Rouen;;France;49.44313;1.09932;1;1530;78000;Rouen_49.4_1.1
2920;Salamanca;;Spain;40.970103;-5.663539;1;1530;12000;Salamanca_41_-5.7
2921;Segovia;;Spain;40.943564;-4.113003;1;1530;14000;Segovia_40.9_-4.1
2922;Shkoder;Shkodra, Scutari;Albania;42.0743;19.527661;1;1530;24975;Shkoder_42.1_19.5
2923;Silistra;Silistria;Bulgaria;44.114728;27.267189;1;1530;23910;Silistra_44.1_27.3
2924;Soest;;Germany;51.57558;8.10619;1;1530;15000;Soest_51.6_8.1
2925;Sofia;;Bulgaria;42.69751;23.32415;1;1530;25910;Sofia_42.7_23.3
2926;Surat;;India;21.19594;72.83023;1;1530;50000;Surat_21.2_72.8
2927;Toledo;;Spain;39.862831;-4.027322;1;1530;35000;Toledo_39.9_-4
2928;Ulm;;Germany;48.39841;9.99155;1;1530;13000;Ulm_48.4_10
2929;Valladolid;;Spain;41.65518;-4.72372;1;1530;40000;Valladolid_41.7_-4.7
2930;Vidin;;Bulgaria;43.99;22.8725;1;1530;20438;Vidin_44_22.9
2931;Bari;;Italy;41.117142;16.871872;1;1532;7000;Bari_41.1_16.9
2932;Lecce;;Italy;40.35703;18.17202;1;1532;17000;Lecce_40.4_18.2
2933;London;;United Kingdom;51.511214;-0.119825;1;1532;62000;London_51.5_-0.1
2934;Sakai;Fukui;Japan;34.573333;135.483056;1;1532;30000;Sakai_34.6_135.5
2935;Cuzco;;Peru;-13.525;-71.972222;1;1533;35000;Cuzco_-13.5_-72
2936;Kashi;Kashgar;China;39.4704;75.989756;1;1533;72000;Kashi_39.5_76
2937;Toulouse;;France;43.60426;1.44367;1;1536;36000;Toulouse_43.6_1.4
2938;Brugge;Bruges;Belgium;51.210819;3.224936;1;1537;58000;Brugge_51.2_3.2
2939;Geneva;Genève ;Switzerland;46.198392;6.142297;1;1537;10300;Geneva_46.2_6.1
2940;Strasbourg;Strassburg;France;48.58342;7.74296;1;1537;25000;Strasbourg_48.6_7.7
2941;Bogota;Bacata, Funza, Bogotá;Columbia;4.598056;-74.075833;1;1538;20000;Bogota_4.6_-74.1
2942;Cambay;;India;22.313114;72.619408;3;1538;65000;Cambay_22.3_72.6
2943;Hamburg;;Germany;53.57532;10.01534;1;1538;23000;Hamburg_53.6_10
2944;Quilon;;India;8.88;76.6;3;1538;35000;Quilon_8.9_76.6
2945;Quito;;Ecuador;-0.22985;-78.52495;1;1538;23000;Quito_-0.2_-78.5
2946;Tlaxcala;;Mexico;19.32076;-98.20959;1;1538;33000;Tlaxcala_19.3_-98.2
2947;Avignon;;France;43.94834;4.80892;1;1539;15340;Avignon_43.9_4.8
2948;Vicenza;;Italy;45.545478;11.535422;1;1539;19000;Vicenza_45.5_11.5
2949;Cholula;;Mexico;19.06333;-98.306389;1;1540;30000;Cholula_19.1_-98.3
2950;Nicosia;;Cyprus;35.16667;33.36667;1;1540;16000;Nicosia_35.2_33.4
2951;Siena;;Italy;43.32004;11.33283;1;1540;25000;Siena_43.3_11.3
2952;Dublin;;Ireland;53.33306;-6.24889;1;1541;12000;Dublin_53.3_-6.2
2953;Alessandria;;Italy;44.91245;8.61894;1;1542;8800;Alessandria_44.9_8.6
2954;Caen;;France;49.18585;-0.35912;1;1542;36000;Caen_49.2_-0.4
2955;Ningbo;Yinhsien, Ningpo;China;29.866667;121.55;2;1542;48000;Ningbo_29.9_121.5
2956;Pavia;;Italy;45.18446;9.16145;1;1542;16000;Pavia_45.2_9.2
2957;Xiangtan;Siangtan;China;27.85;112.9;3;1542;33000;Xiangtan_27.9_112.9
2958;Ayutthaya;Ayutia;Thailand;14.35;100.55;2;1543;150000;Ayutthaya_14.3_100.5
2959;M'banza-Congo;M'banza-Kongo, Sao Salvador;Angola;-6.267778;14.248056;2;1543;50000;M'banza-Congo_-6.3_14.2
2960;Chittoor;;India;13.217176;79.100329;2;1544;48000;Chittoor_13.2_79.1
2961;Jodhpur;;India;26.26841;73.00594;1;1544;48000;Jodhpur_26.3_73
2962;Taiyuan;;China;37.87059;112.548879;1;1544;79068;Taiyuan_37.9_112.5
2963;Ayutthaya;Ayutia;Thailand;14.35;100.55;2;1545;150000;Ayutthaya_14.3_100.5
2964;Bukhara;Bokhara;Uzbekistan;39.765869;64.422347;1;1545;45000;Bukhara_39.8_64.4
2965;Kabul;;Afghanistan;34.52813;69.17233;1;1545;25000;Kabul_34.5_69.2
2966;Novgorod;;Russian Federation;58.525569;31.274192;1;1546;38000;Novgorod_58.5_31.3
2967;Piacenza;Fiacenza;Italy;45.04676;9.69937;1;1546;26760;Piacenza_45_9.7
2968;Achin;Aceh;Indonesia;5.55;95.316667;3;1547;30000;Achin_5.5_95.3
2969;Naples;;Italy;40.851775;14.268122;1;1547;209637;Naples_40.9_14.3
2970;Potosi;Potosí ;Bolivia;-19.58361;-65.75306;1;1547;14000;Potosi_-19.6_-65.8
2971;Bergamo;;Italy;45.69798;9.66895;1;1548;10000;Bergamo_45.7_9.7
2972;Syracuse;;Greece;37.06082237;15.29420264;2;1548;11000;Syracuse_37.1_15.3
2973;Vicenza;;Italy;45.545478;11.535422;1;1548;21268;Vicenza_45.5_11.5
2974;Zacatecas;;Mexico;22.76843;-102.58141;1;1548;12000;Zacatecas_22.8_-102.6
2975;Zaragoza;;Spain;41.648792;-0.889581;1;1548;26000;Zaragoza_41.6_-0.9
2976;Poznan;Posen;Poland;52.40692;16.92993;1;1549;22000;Poznan_52.4_16.9
2977;Salvador;Sao Salvador, Bahia;Brazil;-12.97111;-38.51083;1;1549;1000;Salvador_-13_-38.5
2978;Ahmedabad;Asawal;India;23.039568;72.566004;1;1550;140000;Ahmedabad_23_72.6
2979;Ahmednagar;;India;19.095208;74.749592;1;1550;70000;Ahmednagar_19.1_74.7
2980;Aleppo;;Syria;36.216667;37.166667;1;1550;58000;Aleppo_36.2_37.2
2981;Algiers;;Algiers;36.7525;3.04197;1;1550;60000;Algiers_36.8_3
2982;Antwerp;Antwerpen ;Belgium;51.219217;4.402883;1;1550;70000;Antwerp_51.2_4.4
2983;Arakan;Rakhine;Myanmar;19.810092;93.987842;1;1550;60000;Arakan_19.8_94
